"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Profit","Profit_Margin"
"7008","FDC16",11.5,"Regular",0.020686,"Dairy",85.054,"OUT017","2007","Small","Tier 2","Supermarket Type1",1731.08,1646.026,95.087
"7009","FDK52",18.25,"Low_Fat",0.079342,"Frozen Foods",226.0062,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1805.65,1579.644,87.483
"7010","FDS23",4.635,"Low_Fat",0.140889,"Breads",127.0994,"OUT046","1997","Small","Tier 1","Supermarket Type1",1927.491,1800.392,93.406
"7011","FDI41",18.5,"Regular",0.062245,"Frozen Foods",145.8418,"OUT035","2004","Small","Tier 2","Supermarket Type1",5591.388,5445.546,97.392
"7012","FDG33",5.365,"Regular",0.140812,"Seafood",173.5764,"OUT018","2009","Medium","Tier 3","Supermarket Type2",2061.317,1887.741,91.579
"7013","NCM31",6.095,"Low_Fat",0.081527,"Others",140.3154,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1843.6,1703.285,92.389
"7014","NCY53",20,"Low_Fat",0.058198,"Health and Hygiene",110.4544,"OUT027","1985","Medium","Tier 3","Supermarket Type3",4250.467,4140.013,97.401
"7015","FDY55",16.75,"Low_Fat",0.081447,"Fruits and Vegetables",257.0988,"OUT049","1999","Medium","Tier 1","Supermarket Type1",6424.97,6167.871,95.998
"7016","FDQ21",21.25,"Low_Fat",0.019463,"Snack Foods",120.8756,"OUT045","2002","Small","Tier 2","Supermarket Type1",1575.283,1454.407,92.327
"7017","NCD18",16,"Low_Fat",0.072317,"Household",230.2668,"OUT027","1985","Medium","Tier 3","Supermarket Type3",8062.838,7832.571,97.144
"7018","FDV09",12.1,"Low_Fat",0.020685,"Snack Foods",148.5734,"OUT017","2007","Small","Tier 2","Supermarket Type1",1336.261,1187.688,88.881
"7019","FDI19",15.1,"Low_Fat",0.087605,"Meat",242.2512,"OUT010","1998","Small","Tier 3","Grocery Store",484.7024,242.4512,50.021
"7020","FDY47",8.6,"Regular",0.05226438,"Breads",131.531,"OUT049","1999","Medium","Tier 1","Supermarket Type1",2466.789,2335.258,94.668
"7021","DRH37",17.6,"Low_Fat",0.041681,"Soft Drinks",164.2526,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1315.621,1151.368,87.515
"7022","NCL19",15.35,"Low_Fat",0.015676,"Others",144.047,"OUT046","1997","Small","Tier 1","Supermarket Type1",286.294,142.247,49.686
"7023","DRI11",8.26,"Low_Fat",0.034398,"Hard Drinks",115.7834,"OUT035","2004","Small","Tier 2","Supermarket Type1",2073.301,1957.518,94.416
"7024","NCC19",6.57,"Low_Fat",0.096881,"Household",191.482,"OUT046","1997","Small","Tier 1","Supermarket Type1",5020.132,4828.65,96.186
"7025","FDS01",11.6,"Low_Fat",0.017817,"Canned",177.0686,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1422.149,1245.08,87.549
"7026","FDX31",20.35,"Regular",0.014909,"Fruits and Vegetables",232.3958,"OUT017","2007","Small","Tier 2","Supermarket Type1",6076.091,5843.695,96.175
"7027","NCL55",12.15,"Low_Fat",0.0615358,"Others",254.904,"OUT046","1997","Small","Tier 1","Supermarket Type1",4048.064,3793.16,93.703
"7028","FDW16",17.35,"Regular",0.04144,"Frozen Foods",93.7804,"OUT013","1987","High","Tier 3","Supermarket Type1",2848.292,2754.512,96.707
"7029","FDT49",7,"Low_Fat",0.151406,"Canned",107.728,"OUT046","1997","Small","Tier 1","Supermarket Type1",2024.032,1916.304,94.678
"7030","FDW13",8.5,"Low_Fat",0.097803,"Canned",50.5324,"OUT013","1987","High","Tier 3","Supermarket Type1",882.8508,832.3184,94.276
"7031","NCG30",20.2,"Low_Fat",0.19666,"Household",125.8046,"OUT019","1985","Small","Tier 1","Grocery Store",249.0092,123.2046,49.478
"7032","FDC14",14.5,"Regular",0.041313,"Canned",42.0454,"OUT049","1999","Medium","Tier 1","Supermarket Type1",377.5086,335.4632,88.862
"7033","FDS15",9.195,"Regular",0.130657,"Meat",106.4596,"OUT010","1998","Small","Tier 3","Grocery Store",215.7192,109.2596,50.649
"7034","FDS32",17.75,"Regular",0.0297,"Fruits and Vegetables",140.3838,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1404.838,1264.454,90.007
"7035","FDE09",8.775,"Low_Fat",0.0234262,"Fruits and Vegetables",111.3228,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1436.796,1325.473,92.252
"7036","FDM12",16.7,"Regular",0.070312,"Baking Goods",189.6214,"OUT017","2007","Small","Tier 2","Supermarket Type1",2826.321,2636.7,93.291
"7037","FDT57",15.2,"Low_Fat",0.019064,"Snack Foods",238.2248,"OUT049","1999","Medium","Tier 1","Supermarket Type1",3555.372,3317.147,93.3
"7038","FDM32",20.5,"Low_Fat",0.020605,"Fruits and Vegetables",91.083,"OUT046","1997","Small","Tier 1","Supermarket Type1",539.298,448.215,83.111
"7039","NCS38",8.6,"Low_Fat",0.067781,"Household",115.2176,"OUT027","1985","Medium","Tier 3","Supermarket Type3",1030.658,915.4404,88.821
"7040","NCW30",5.21,"Low_Fat",0.011072,"Household",257.8962,"OUT017","2007","Small","Tier 2","Supermarket Type1",4402.935,4145.039,94.143
"7041","FDD21",10.3,"Regular",0.02380836,"Fruits and Vegetables",115.7176,"OUT017","2007","Small","Tier 2","Supermarket Type1",1717.764,1602.046,93.263
"7042","FDH35",18.25,"Low_Fat",0.060342,"Starchy Foods",165.9526,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1644.526,1478.573,89.909
"7043","NCX17",21.25,"Low_Fat",0.113834,"Health and Hygiene",232.83,"OUT045","2002","Small","Tier 2","Supermarket Type1",1398.18,1165.35,83.348
"7044","NCI29",8.6,"Low_Fat",0.032615,"Health and Hygiene",142.9154,"OUT035","2004","Small","Tier 2","Supermarket Type1",992.7078,849.7924,85.603
"7045","FDL24",10.3,"Regular",0.024935,"Baking Goods",172.0422,"OUT049","1999","Medium","Tier 1","Supermarket Type1",3966.171,3794.129,95.662
"7046","FDI46",9.5,"Low_Fat",0.074345,"Snack Foods",251.9724,"OUT046","1997","Small","Tier 1","Supermarket Type1",3523.414,3271.442,92.849
"7047","DRQ35",9.3,"Low_Fat",0.042283,"Hard Drinks",125.4388,"OUT035","2004","Small","Tier 2","Supermarket Type1",3715.164,3589.725,96.624
"7048","FDM04",9.195,"Regular",0.047387,"Frozen Foods",50.8666,"OUT017","2007","Small","Tier 2","Supermarket Type1",871.5322,820.6656,94.164
"7049","NCJ17",7.68,"Low_Fat",0.152866,"Health and Hygiene",84.9224,"OUT045","2002","Small","Tier 2","Supermarket Type1",1619.226,1534.304,94.755
"7050","NCJ18",12.35,"Low_Fat",0.163148,"Household",116.6124,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3199.835,3083.223,96.356
"7051","DRF13",12.1,"Low_Fat",0.029842,"Soft Drinks",144.4444,"OUT045","2002","Small","Tier 2","Supermarket Type1",3628.61,3484.166,96.019
"7052","FDB39",11.6,"Low_Fat",0.038512,"Dairy",57.7272,"OUT035","2004","Small","Tier 2","Supermarket Type1",503.3448,445.6176,88.531
"7053","FDT52",9.695,"Regular",0.047623,"Frozen Foods",246.2144,"OUT018","2009","Medium","Tier 3","Supermarket Type2",3675.216,3429.002,93.301
"7054","FDT60",12,"Low_Fat",0.075548,"Baking Goods",121.9388,"OUT046","1997","Small","Tier 1","Supermarket Type1",3219.809,3097.87,96.213
"7055","FDM34",19,"Low_Fat",0.067448,"Snack Foods",132.9626,"OUT046","1997","Small","Tier 1","Supermarket Type1",1967.439,1834.476,93.242
"7056","FDY27",6.38,"Low_Fat",0.031872,"Dairy",179.5344,"OUT013","1987","High","Tier 3","Supermarket Type1",4103.991,3924.457,95.625
"7057","FDP08",20.5,"Regular",0.112638,"Fruits and Vegetables",195.5478,"OUT045","2002","Small","Tier 2","Supermarket Type1",3874.956,3679.408,94.954
"7058","FDP59",20.85,"Regular",0.056192,"Breads",103.1648,"OUT027","1985","Medium","Tier 3","Supermarket Type3",1973.431,1870.266,94.772
"7059","FDQ11",5.695,"Regular",0.067977,"Breads",257.4988,"OUT018","2009","Medium","Tier 3","Supermarket Type2",3083.986,2826.487,91.65
"7060","FDV01",19.2,"Regular",0.14219,"Canned",153.8314,"OUT010","1998","Small","Tier 3","Grocery Store",155.1314,1.3,0.838
"7061","FDX31",20.35,"Regular",0.014813,"Fruits and Vegetables",234.9958,"OUT013","1987","High","Tier 3","Supermarket Type1",5842.395,5607.399,95.978
"7062","NCX54",9.195,"Low_Fat",0.080442,"Household",107.7622,"OUT010","1998","Small","Tier 3","Grocery Store",105.8622,-1.9,-1.795
"7063","DRC12",17.85,"Low_Fat",0.03782,"Soft Drinks",191.6188,"OUT035","2004","Small","Tier 2","Supermarket Type1",2475.444,2283.825,92.259
"7064","FDU11",4.785,"Low_Fat",0.092145,"Breads",120.7098,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3735.804,3615.094,96.769
"7065","NCB30",14.6,"Low_Fat",0.025703,"Household",199.9084,"OUT046","1997","Small","Tier 1","Supermarket Type1",2380.901,2180.993,91.604
"7066","FDS27",10.195,"Regular",0.012483,"Meat",195.411,"OUT045","2002","Small","Tier 2","Supermarket Type1",2749.754,2554.343,92.894
"7067","FDX16",17.85,"Low_Fat",0.06224333,"Frozen Foods",148.005,"OUT018","2009","Medium","Tier 3","Supermarket Type2",898.83,750.825,83.534
"7068","NCL53",7.5,"Low_Fat",0.036205,"Health and Hygiene",176.1028,"OUT013","1987","High","Tier 3","Supermarket Type1",1948.131,1772.028,90.96
"7069","NCZ30",6.59,"Low_Fat",0.026238,"Household",121.6098,"OUT045","2002","Small","Tier 2","Supermarket Type1",2410.196,2288.586,94.954
"7070","FDB15",10.895,"Low_Fat",0.137585,"Dairy",262.2568,"OUT017","2007","Small","Tier 2","Supermarket Type1",3954.852,3692.595,93.369
"7071","FDY51",12.5,"Low_Fat",0.080742,"Meat",220.8798,"OUT027","1985","Medium","Tier 3","Supermarket Type3",6170.634,5949.754,96.42
"7072","NCT18",14.6,"Low_Fat",0.059741,"Household",179.6976,"OUT017","2007","Small","Tier 2","Supermarket Type1",5070.733,4891.035,96.456
"7073","FDL32",15.7,"Regular",0.214424,"Fruits and Vegetables",111.6544,"OUT019","1985","Small","Tier 1","Grocery Store",335.5632,223.9088,66.726
"7074","FDK46",9.6,"Low_Fat",0.051677,"Snack Foods",258.062,"OUT018","2009","Medium","Tier 3","Supermarket Type2",2856.282,2598.22,90.965
"7075","FDI22",12.6,"Low_Fat",0.168456,"Snack Foods",211.0612,"OUT019","1985","Small","Tier 1","Grocery Store",418.1224,207.0612,49.522
"7076","FDF21",10.3,"Regular",0.05450857,"Fruits and Vegetables",189.053,"OUT045","2002","Small","Tier 2","Supermarket Type1",5313.084,5124.031,96.442
"7077","FDR34",17,"Regular",0.016056,"Snack Foods",228.4352,"OUT017","2007","Small","Tier 2","Supermarket Type1",8245.267,8016.832,97.229
"7078","FDJ50",8.645,"Low_Fat",0.02162,"Canned",50.6982,"OUT049","1999","Medium","Tier 1","Supermarket Type1",736.3748,685.6766,93.115
"7079","FDC34",16,"Regular",0.173028,"Snack Foods",155.2972,"OUT049","1999","Medium","Tier 1","Supermarket Type1",3583.336,3428.039,95.666
"7080","FDW51",6.155,"Regular",0.095045,"Meat",213.456,"OUT018","2009","Medium","Tier 3","Supermarket Type2",2556.672,2343.216,91.651
"7081","FDR28",13.85,"Regular",0.025892,"Frozen Foods",165.121,"OUT035","2004","Small","Tier 2","Supermarket Type1",2936.178,2771.057,94.376
"7082","FDV60",20.2,"Regular",0.205484,"Baking Goods",198.011,"OUT019","1985","Small","Tier 1","Grocery Store",392.822,194.811,49.593
"7083","FDI45",13.1,"Low_Fat",0.037794,"Fruits and Vegetables",173.8054,"OUT017","2007","Small","Tier 2","Supermarket Type1",2801.686,2627.881,93.796
"7084","NCB30",14.6,"Low_Fat",0.045003,"Household",196.5084,"OUT019","1985","Small","Tier 1","Grocery Store",198.4084,1.9,0.958
"7085","DRO59",11.8,"Low_Fat",0.054461,"Hard Drinks",77.0012,"OUT017","2007","Small","Tier 2","Supermarket Type1",2277.036,2200.035,96.618
"7086","FDU12",15.5,"Regular",0.075737,"Baking Goods",265.5568,"OUT035","2004","Small","Tier 2","Supermarket Type1",4482.166,4216.609,94.075
"7087","NCX18",14.15,"Low_Fat",0.014719,"Household",196.911,"OUT010","1998","Small","Tier 3","Grocery Store",392.822,195.911,49.873
"7088","NCH30",17.1,"Low_Fat",0.066829,"Household",114.186,"OUT027","1985","Medium","Tier 3","Supermarket Type3",1924.162,1809.976,94.066
"7089","FDE11",17.7,"Regular",0.236536,"Starchy Foods",184.1924,"OUT019","1985","Small","Tier 1","Grocery Store",185.0924,0.9,0.486
"7090","FDE32",20.7,"Low_Fat",0.049035,"Fruits and Vegetables",39.9506,"OUT017","2007","Small","Tier 2","Supermarket Type1",872.8638,832.9132,95.423
"7091","FDP25",15.2,"Low_Fat",0.035497,"Canned",216.7824,"OUT010","1998","Small","Tier 3","Grocery Store",436.7648,219.9824,50.366
"7092","NCM29",11.5,"Low_Fat",0.017639,"Health and Hygiene",132.7626,"OUT035","2004","Small","Tier 2","Supermarket Type1",2885.577,2752.814,95.399
"7093","FDQ21",21.25,"Low_Fat",0.019453,"Snack Foods",120.8756,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1454.107,1333.231,91.687
"7094","FDN24",14.1,"Low_Fat",0.113267,"Baking Goods",54.5956,"OUT046","1997","Small","Tier 1","Supermarket Type1",1037.316,982.7204,94.737
"7095","DRY23",9.395,"Regular",0.109713,"Soft Drinks",41.3112,"OUT017","2007","Small","Tier 2","Supermarket Type1",255.6672,214.356,83.842
"7096","FDW04",8.985,"Regular",0.03859033,"Frozen Foods",130.531,"OUT027","1985","Medium","Tier 3","Supermarket Type3",5582.733,5452.202,97.662
"7097","FDM01",7.895,"Regular",0.094952,"Breakfast",101.1332,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1332.932,1231.799,92.413
"7098","NCW29",14,"Low_Fat",0.029026,"Health and Hygiene",131.331,"OUT017","2007","Small","Tier 2","Supermarket Type1",3635.268,3503.937,96.387
"7099","FDG33",5.365,"Regular",0.140124,"Seafood",172.0764,"OUT013","1987","High","Tier 3","Supermarket Type1",2748.422,2576.346,93.739
"7100","FDV51",16.35,"Low_Fat",0.032723,"Meat",165.7842,"OUT017","2007","Small","Tier 2","Supermarket Type1",1823.626,1657.842,90.909
"7101","NCQ18",15.75,"Low_Fat",0.135837,"Household",100.37,"OUT017","2007","Small","Tier 2","Supermarket Type1",1298.31,1197.94,92.269
"7102","NCL53",7.5,"Low_Fat",0.036383,"Health and Hygiene",177.9028,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1416.822,1238.919,87.444
"7103","FDQ39",14.8,"Low_Fat",0.07776413,"Meat",189.3846,"OUT013","1987","High","Tier 3","Supermarket Type1",4777.115,4587.73,96.036
"7104","FDF46",7.07,"Low_Fat",0.094201,"Snack Foods",115.8834,"OUT017","2007","Small","Tier 2","Supermarket Type1",1036.651,920.7676,88.821
"7105","NCA06",20.5,"Low_Fat",0.143506,"Household",34.719,"OUT049","1999","Medium","Tier 1","Supermarket Type1",768.999,734.28,95.485
"7106","FDV26",20.25,"Regular",0.133347,"Dairy",193.0794,"OUT019","1985","Small","Tier 1","Grocery Store",975.397,782.3176,80.205
"7107","FDJ04",18,"Low_Fat",0.124429,"Frozen Foods",119.9124,"OUT035","2004","Small","Tier 2","Supermarket Type1",948.0992,828.1868,87.352
"7108","FDE28",9.5,"Regular",0.221856,"Frozen Foods",231.8668,"OUT010","1998","Small","Tier 3","Grocery Store",230.3668,-1.5,-0.651
"7109","NCZ29",15,"Low_Fat",0.071312,"Health and Hygiene",125.7362,"OUT013","1987","High","Tier 3","Supermarket Type1",3020.069,2894.333,95.837
"7110","FDW43",20.1,"Regular",0.022425,"Fruits and Vegetables",226.3036,"OUT046","1997","Small","Tier 1","Supermarket Type1",910.8144,684.5108,75.154
"7111","FDZ49",11,"Regular",0.133353,"Canned",219.7798,"OUT049","1999","Medium","Tier 1","Supermarket Type1",2644.558,2424.778,91.689
"7112","NCJ05",18.7,"Low_Fat",0.04608,"Health and Hygiene",151.5682,"OUT035","2004","Small","Tier 2","Supermarket Type1",1982.087,1830.519,92.353
"7113","NCP29",8.42,"Low_Fat",0.1062243,"Health and Hygiene",64.2168,"OUT027","1985","Medium","Tier 3","Supermarket Type3",1278.336,1214.119,94.977
"7114","FDS16",15.15,"Regular",0.066447,"Frozen Foods",147.976,"OUT018","2009","Medium","Tier 3","Supermarket Type2",732.38,584.404,79.795
"7115","FDZ45",14.1,"Low_Fat",0.06698,"Snack Foods",196.7084,"OUT049","1999","Medium","Tier 1","Supermarket Type1",3174.534,2977.826,93.804
"7116","NCP29",8.42,"Low_Fat",0.187919,"Health and Hygiene",65.4168,"OUT010","1998","Small","Tier 3","Grocery Store",127.8336,62.4168,48.827
"7117","FDZ58",17.85,"Low_Fat",0.051924,"Snack Foods",121.0072,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2940.173,2819.166,95.884
"7118","FDV55",17.75,"Low_Fat",0.054807,"Fruits and Vegetables",145.1444,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3918.899,3773.755,96.296
"7119","NCV53",8.27,"Low_Fat",0.018814,"Health and Hygiene",237.988,"OUT046","1997","Small","Tier 1","Supermarket Type1",7190.64,6952.652,96.69
"7120","FDV47",17.1,"Low_Fat",0.09491,"Breads",84.5566,"OUT019","1985","Small","Tier 1","Grocery Store",253.6698,169.1132,66.667
"7121","FDD45",8.615,"Low_Fat",0.116723,"Fruits and Vegetables",95.4436,"OUT018","2009","Medium","Tier 3","Supermarket Type2",567.2616,471.818,83.175
"7122","FDP26",7.785,"Low_Fat",0.244339,"Dairy",105.9306,"OUT019","1985","Small","Tier 1","Grocery Store",209.0612,103.1306,49.33
"7123","DRD37",9.8,"Low_Fat",0.013863,"Soft Drinks",45.106,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1398.18,1353.074,96.774
"7124","FDT09",15.15,"Regular",0.021471,"Snack Foods",131.0284,"OUT019","1985","Small","Tier 1","Grocery Store",131.8284,0.8,0.607
"7125","FDM03",12.65,"Low_Fat",0.08886408,"Meat",109.1938,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2036.682,1927.488,94.639
"7126","FDW09",13.65,"Regular",0.026067,"Snack Foods",78.8302,"OUT017","2007","Small","Tier 2","Supermarket Type1",713.0718,634.2416,88.945
"7127","FDX10",6.385,"Regular",0.123711,"Snack Foods",37.1874,"OUT046","1997","Small","Tier 1","Supermarket Type1",247.0118,209.8244,84.945
"7128","FDZ60",20.5,"Low_Fat",0.119547,"Baking Goods",108.9596,"OUT049","1999","Medium","Tier 1","Supermarket Type1",539.298,430.3384,79.796
"7129","FDM58",16.85,"Regular",0.07969,"Snack Foods",113.4544,"OUT046","1997","Small","Tier 1","Supermarket Type1",2908.214,2794.76,96.099
"7130","FDV32",7.785,"Low_Fat",0.088692,"Fruits and Vegetables",61.851,"OUT035","2004","Small","Tier 2","Supermarket Type1",1454.773,1392.922,95.748
"7131","FDU07",11.1,"Low_Fat",0.104784,"Fruits and Vegetables",150.4366,"OUT019","1985","Small","Tier 1","Grocery Store",151.1366,0.7,0.463
"7132","FDS51",13.35,"Low_Fat",0.032025,"Meat",62.7194,"OUT027","1985","Medium","Tier 3","Supermarket Type3",1857.582,1794.863,96.624
"7133","NCT17",10.8,"Low_Fat",0.041951,"Health and Hygiene",190.0214,"OUT045","2002","Small","Tier 2","Supermarket Type1",2449.478,2259.457,92.242
"7134","FDA01",15,"Regular",0.091018,"Canned",60.2904,"OUT010","1998","Small","Tier 3","Grocery Store",117.1808,56.8904,48.549
"7135","FDW25",5.175,"Low_Fat",0.037399,"Canned",84.2224,"OUT046","1997","Small","Tier 1","Supermarket Type1",852.224,768.0016,90.117
"7136","FDS01",11.6,"Low_Fat",0.017845,"Canned",179.0686,"OUT017","2007","Small","Tier 2","Supermarket Type1",5688.595,5509.526,96.852
"7137","NCV18",6.775,"Low_Fat",0.105459,"Household",84.625,"OUT045","2002","Small","Tier 2","Supermarket Type1",2496.75,2412.125,96.611
"7138","FDZ04",9.31,"Low_Fat",0.038032,"Frozen Foods",61.351,"OUT045","2002","Small","Tier 2","Supermarket Type1",822.263,760.912,92.539
"7139","DRN59",15,"Low_Fat",0.064504,"Hard Drinks",47.306,"OUT017","2007","Small","Tier 2","Supermarket Type1",652.484,605.178,92.75
"7140","FDD36",13.3,"Low_Fat",0.021307,"Baking Goods",119.8124,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1896.198,1776.386,93.681
"7141","FDT56",16,"Regular",0.116063,"Fruits and Vegetables",59.1246,"OUT018","2009","Medium","Tier 3","Supermarket Type2",753.0198,693.8952,92.148
"7142","FDP09",19.75,"Low_Fat",0.059337,"Snack Foods",212.1902,"OUT019","1985","Small","Tier 1","Grocery Store",424.7804,212.5902,50.047
"7143","FDA33",6.48,"Low_Fat",0.034092,"Snack Foods",146.2076,"OUT017","2007","Small","Tier 2","Supermarket Type1",2364.922,2218.714,93.818
"7144","FDH14",17.1,"Regular",0.081956,"Canned",142.0838,"OUT019","1985","Small","Tier 1","Grocery Store",280.9676,138.8838,49.431
"7145","NCF18",18.35,"Low_Fat",0.088552,"Household",191.5504,"OUT027","1985","Medium","Tier 3","Supermarket Type3",5944.262,5752.712,96.778
"7146","FDF59",12.5,"Low_Fat",0.071231,"Starchy Foods",128.102,"OUT035","2004","Small","Tier 2","Supermarket Type1",885.514,757.412,85.534
"7147","FDC29",8.39,"Regular",0.024186,"Frozen Foods",115.7176,"OUT013","1987","High","Tier 3","Supermarket Type1",1374.211,1258.493,91.579
"7148","FDD32",17.7,"Regular",0.041164,"Fruits and Vegetables",80.8276,"OUT017","2007","Small","Tier 2","Supermarket Type1",1868.235,1787.407,95.674
"7149","FDZ08",12.5,"Regular",0.09433229,"Fruits and Vegetables",80.8592,"OUT010","1998","Small","Tier 3","Grocery Store",82.5592,1.7,2.059
"7150","FDT21",7.42,"Low_Fat",0.01787425,"Snack Foods",248.8092,"OUT027","1985","Medium","Tier 3","Supermarket Type3",6474.239,6225.43,96.157
"7151","FDM33",15.6,"Low_Fat",0.08772,"Snack Foods",218.5798,"OUT046","1997","Small","Tier 1","Supermarket Type1",4407.596,4189.016,95.041
"7152","NCK07",10.65,"Low_Fat",0.048677,"Others",166.1526,"OUT035","2004","Small","Tier 2","Supermarket Type1",2466.789,2300.636,93.264
